food_id,dish_name,food_type,cuisine_region,meal_time_category,serving_size_g,default_portion,carbs_g,protein_g,fat_g,fiber_g,sugar_g,glycemic_index,glycemic_load,calories_kcal,sodium_mg,vitamins_minerals_info,avoid_for_diabetic,safe_threshold_sugar,risky_threshold_sugar,risky_reason,recommended_alternatives,portion_adjustment,meal_time_fit,dietitian_notes
433,Dhokla,Snack,Global,Snack,100,1 serving,30.68,13.45,5.28,4.95,4.78,51,15.6468,216.49,376.02,"123.21, 1.39, 0.68, 39.92",No,90,120,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne, Mayonnaise",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
434,Kashmiri tea (Kehwa),Snack,Global,Breakfast,200,1 cup,5.23,0.17,0.51,0.16,5.14,54,2.8242000000000003,24.9,0.29,"3.19, 0.07, 0.06, 0.82",No,110,140,Normal,"Canjee, Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
435,Steeped hot coffee,Snack,Global,Breakfast,200,1 cup,3.01,0.39,0.33,0.0,2.96,32,0.9632,15.91,2.82,"10.4, 0.06, 0.3, 1.27",No,110,140,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
436,Hot chocolate,Snack,Global,Snack,100,1 serving,9.02,3.43,4.61,0.0,8.86,32,2.8864,90.01,36.04,"113.63, 0.33, 3.62, 13.41",No,110,140,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
437,Cold coffee (with cream),Snack,Global,Breakfast,200,1 cup,11.98,1.93,3.29,0.0,11.91,53,6.3494,82.76,15.35,"64.43, 0.14, 2.56, 9.52",No,110,140,Normal,"Canjee, Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
438,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),Dairy,Global,Breakfast,200,1 cup,11.15,2.01,2.77,0.27,9.94,60,6.69,76.45,16.63,"68.3, 0.14, 6.99, 20.73",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",limit to small portion (¾ cup); choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
439,Flavoured milkshake,Dairy,Global,Breakfast,200,1 cup,8.65,2.06,2.83,0.0,8.61,47,4.0655,66.78,16.34,"75.05, 0.11, 3.62, 12.65",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
440,Jal jeera,Snack,Global,Snack,100,1 serving,6.7,0.44,0.26,0.95,5.71,33,2.211,30.24,215.62,"24.72, 0.84, 2.23, 4.47",No,110,140,Normal,"Puffy omelette/omlet, Brown stock, Canjee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
441,Gingo,Snack,Global,Snack,100,1 serving,12.42,0.14,0.06,0.17,12.08,75,9.315,48.02,21.5,"6.33, 0.21, 8.39, 8.49",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
442,Mintade,Snack,Global,Snack,100,1 serving,10.59,0.03,0.02,0.03,10.47,53,5.6127,40.32,26.69,"2.1, 0.05, 8.5, 4.69",No,110,140,Normal,"Canjee, Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
443,Canjee,Snack,Global,Snack,100,1 serving,0.44,0.24,0.42,0.36,0.21,45,0.198,6.61,43.03,"5.82, 0.17, 0.52, 3.61",No,110,140,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Mayonnaise, Iced tea",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
444,Cauliflower canjee (Phoolgobhi ki canjee),Vegetable,Global,Snack,100,1 serving,0.35,0.39,0.42,0.49,0.09,35,0.1225,6.9,41.45,"6.26, 0.22, 7.86, 9.26",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
445,Potato canjee (Aloo canjee),Vegetable,Global,Snack,100,1 serving,2.69,0.44,0.39,0.43,0.1,67,1.8023,16.26,35.99,"5.21, 0.22, 7.72, 6.77",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
446,Vermicelli porridge (Semiya/Seviyan porridge),Cereal,Global,Snack,100,1 serving,10.56,2.5,2.98,0.48,7.04,36,3.8016,78.4,65.33,"72.96, 0.2, 4.82, 19.51",No,110,140,Normal,Consomme au vermicelli,okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
447,Semolina upma (Suji/Rava upma),Cereal,Indian,Breakfast,100,1 serving,16.31,3.3,7.49,3.24,1.31,60,9.786,147.89,101.59,"21.57, 1.1, 4.64, 15.13",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Bread sauce",limit to small portion (¾ cup); add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
448,Vermicelli upma (Semiya/Seviyan upma),Cereal,Indian,Breakfast,100,1 serving,16.88,3.11,7.45,3.21,1.4,63,10.634399999999998,149.11,101.8,"20.3, 0.93, 4.64, 12.64",Yes,100,130,High GI,"Consomme au vermicelli, Vermicelli porridge (Semiya/Seviyan porridge), Bread upma",limit to small portion (¾ cup); add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
449,Rice upma,Cereal,Indian,Breakfast,200,1 bowl rice,17.96,2.63,7.46,2.12,1.13,72,12.9312,151.27,101.75,"17.57, 0.67, 4.64, 11.94",Yes,100,130,High GI,"Consomme au vermicelli, Vermicelli porridge (Semiya/Seviyan porridge), Bread upma",reduce to half portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
450,Bread upma,Cereal,Indian,Breakfast,100,1 serving,12.6,2.8,7.75,1.96,1.56,31,3.906,129.51,176.44,"45.22, 0.82, 4.64, 15.79",No,110,140,Normal,"Consomme au vermicelli, Vermicelli porridge (Semiya/Seviyan porridge)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
451,Vegetable upma,Cereal,Indian,Breakfast,100,1 serving,16.46,4.73,6.63,4.19,1.39,56,9.2176,146.47,347.02,"26.68, 1.35, 14.42, 50.48",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Rice puttu (Ari puttu)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
452,Poha,Cereal,Indian,Breakfast,100,1 serving,35.05,6.09,14.14,3.72,0.87,44,15.422,294.53,377.1,"37.67, 3.01, 6.62, 11.96",No,90,120,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Peas pulao (Matar pulao)",limit to small portion (¾ cup); add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
453,Vegetable poha,Cereal,Indian,Breakfast,100,1 serving,21.52,4.89,8.07,3.76,1.4,53,11.4056,180.52,418.02,"28.01, 1.92, 7.21, 21.79",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Rice puttu (Ari puttu)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
454,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),Lentil,Indian,Lunch,100,1 serving,19.42,6.97,5.11,4.25,1.11,41,7.9622,154.89,267.23,"39.34, 2.22, 34.81, 79.95",No,100,130,Normal,"Washed moong dal (Dhuli moong ki dal), Split bengal gram with bottle gourd (Channa dal with ghiya/lauki), Urad special dehusked",okay at normal portion; pair with non-starchy veg,General,"Great protein + fiber; avoid deep‑fried versions (e.g., vada); keep portion moderate. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
455,Paneer stuffed cheela/chilla,Dairy,Global,Dinner,100,1 serving,19.16,11.44,8.89,4.03,3.81,74,14.1784,205.19,289.1,"151.3, 2.41, 19.76, 116.52",Yes,100,130,High GI,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",reduce to half portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes."
456,Indian style egg bhujia (Anda bhujia (Indian style)),Meat,Global,Breakfast,100,1 serving,3.76,6.1,7.02,1.53,1.95,76,2.8576,102.83,218.05,"31.9, 1.14, 13.56, 40.85",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
457,French omelette/omlet,Snack,Global,Snack,100,1 serving,0.41,10.03,18.86,0.38,0.1,71,0.2910999999999999,211.04,381.85,"46.35, 1.58, 0.48, 25.79",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
458,Puffy omelette/omlet,Snack,Global,Snack,100,1 serving,0.08,8.82,16.84,0.0,0.08,57,0.0456,188.15,340.53,"34.96, 1.2, 0.0, 24.66",No,110,140,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
459,Orange omelette/omlet,Fruit,Global,Snack,100,1 serving,1.68,8.93,16.84,0.0,1.68,50,0.84,194.66,340.92,"37.33, 1.26, 7.2, 28.86",No,110,140,Normal,"Pearl millet mathri (Bajra mathri), Mango mousse, Orange and pineapple cream",okay at normal portion; prefer whole fruit,General,Prefer whole fruit over juice; pair with nuts/curd; avoid late‑night large portions. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
460,Cheese and mushroom omelette/omlet,Dairy,Global,Snack,100,1 serving,1.68,9.69,17.82,0.93,1.07,73,1.2264,205.63,400.29,"148.77, 1.01, 0.48, 32.02",Yes,110,140,High GI,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",reduce to half portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes."
461,Spanish omelette/omlet,Snack,Global,Snack,100,1 serving,5.1,8.25,11.44,2.54,1.03,66,3.366,157.45,233.87,"31.72, 1.28, 28.63, 61.18",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
462,Mixed stock,Snack,Global,Snack,100,1 serving,0.33,2.06,1.71,0.15,0.2,79,0.2607,25.19,9.51,"2.06, 0.07, 2.58, 16.58",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
463,Meat stock,Meat,Global,Snack,100,1 serving,0.0,2.1,1.78,0.0,0.0,68,0.0,24.48,8.62,"0.86, 0.05, 0.0, 6.0",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
464,White stock,Snack,Global,Snack,100,1 serving,0.4,0.07,0.56,0.17,0.24,56,0.224,6.99,1.56,"1.58, 0.03, 2.58, 10.58",No,110,140,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
465,Meat consomme (with mutton),Meat,Global,Snack,100,1 serving,0.51,14.86,13.68,0.71,0.24,73,0.3723,29.76,12665.52,"115.88, 4.22, 2.44, 15.49",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
466,Consomme au julienne,Snack,Global,Snack,100,1 serving,1.49,12.49,10.66,1.38,0.83,38,0.5661999999999999,27.76,10208.47,"85.89, 3.34, 11.77, 55.26",No,110,140,Normal,"Schezwan chutney, Baked potato with skin , Penne platter",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
467,Consomme au vermicelli,Cereal,Global,Snack,100,1 serving,1.3,15.23,12.98,0.81,0.27,55,0.715,29.94,12524.61,"97.34, 3.98, 2.44, 20.12",No,110,140,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Rice puttu (Ari puttu)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
468,Green pea soup (Matar ka soup),Vegetable,Global,Dinner,180,1 bowl soup,3.63,11.06,12.9,2.49,0.87,44,1.5972,39.81,10958.11,"46.63, 2.18, 41.12, 65.46",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
469,Spinach soup (Palak ka soup),Vegetable,Global,Dinner,180,1 bowl soup,3.03,10.54,14.26,1.98,0.29,64,1.9392,32.59,12088.21,"56.23, 2.68, 30.99, 150.94",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
470,Mixed vegetable soup,Vegetable,Global,Dinner,180,1 bowl soup,2.95,8.22,11.66,1.64,1.64,57,1.6815,35.71,9202.27,"50.69, 1.74, 20.06, 31.61",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
471,Cheese soup,Dairy,Global,Dinner,180,1 bowl soup,1.87,12.39,17.07,1.8,0.84,49,0.9163,41.13,13695.35,"83.65, 2.4, 5.29, 20.27",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
472,Mulligatawny soup,Vegetable,Global,Dinner,180,1 bowl soup,8.24,11.26,13.28,2.6,1.26,75,6.18,54.42,11602.5,"43.89, 2.65, 8.37, 27.88",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",reduce to half portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
473,Cream of carrot soup,Vegetable,Global,Dinner,180,1 bowl soup,5.69,8.27,12.35,1.98,1.77,66,3.7554,59.77,8694.79,"57.24, 1.73, 10.68, 37.89",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
474,Cream of broccoli soup,Vegetable,Global,Dinner,180,1 bowl soup,3.72,8.97,12.75,1.89,1.59,30,1.116,56.14,8792.43,"66.55, 1.82, 68.91, 94.43",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
475,Cream of potato soup,Vegetable,Global,Dinner,180,1 bowl soup,6.14,8.1,12.05,1.51,1.24,47,2.8858,60.2,8503.99,"51.97, 1.7, 28.86, 33.19",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
476,Almond soup (Badam ka soup),Vegetable,Global,Dinner,180,1 bowl soup,3.68,10.13,13.8,0.91,1.94,57,2.0976000000000004,78.65,8376.94,"114.95, 2.83, 7.68, 38.67",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
477,Cold cucumber cream soup ,Vegetable,Global,Dinner,180,1 bowl soup,1.76,0.34,0.34,0.73,0.51,75,1.32,11.88,207.89,"8.02, 0.16, 14.72, 24.84",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",reduce to half portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
478,Cold tomato soup,Vegetable,Global,Dinner,180,1 bowl soup,0.59,0.11,1.56,0.16,0.22,47,0.2773,16.9,287.15,"4.2, 0.1, 10.09, 5.63",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
479,Chicken stew,Meat,Global,Dinner,100,1 serving,4.44,7.19,8.91,1.82,1.43,49,2.1756,127.55,79.62,"31.53, 0.9, 20.89, 36.31",No,110,140,Normal,"Fried Egg , Egg drop soup, Chicken kebab",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
480,Veg paneer stew,Dairy,Global,Dinner,100,1 serving,10.22,6.98,8.41,3.08,4.85,36,3.6792,145.55,73.15,"160.51, 1.37, 32.41, 102.72",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
481,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),Cereal,Indian,Breakfast,50,1 roti/chapati,26.37,4.37,7.27,5.16,2.71,53,13.9761,191.27,241.19,"24.91, 1.81, 3.05, 16.17",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Rice puttu (Ari puttu)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
482,Methi parantha/paratha,Cereal,Indian,Breakfast,50,1 roti/chapati,22.19,4.27,4.34,5.09,2.44,44,9.7636,148.36,48.36,"65.85, 2.42, 12.63, 28.46",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Peas pulao (Matar pulao)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
483,Bathua poori,Snack,Global,Snack,100,1 serving,13.85,2.35,59.14,1.87,0.41,47,6.509499999999999,598.79,49.71,"30.83, 0.96, 4.56, 8.77",No,110,140,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne, Mayonnaise",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
484,Gram flour poori (Besan poori),Snack,Global,Snack,100,1 serving,10.93,2.59,71.51,1.94,0.35,75,8.1975,697.66,58.33,"7.09, 0.71, 0.0, 11.18",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
485,Beetroot poori (Chukandar ki poori),Vegetable,Global,Snack,100,1 serving,12.29,1.91,52.18,1.4,0.54,48,5.8992,527.66,46.48,"5.38, 0.6, 0.29, 9.45",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
486,Peas poori (Matar ki poori),Vegetable,Global,Snack,100,1 serving,14.92,3.04,57.69,2.25,0.48,31,4.6252,592.83,47.77,"8.96, 0.84, 4.61, 10.21",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
487,Peas kachori (Matar kachori),Vegetable,Global,Snack,100,1 serving,13.25,3.21,57.51,2.03,0.5,74,9.805,584.68,55.45,"14.25, 0.77, 10.11, 16.43",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",reduce to half portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
488,Pizza,Snack,Italian,Dinner,100,1 slice pizza,9.94,6.85,8.72,1.71,1.38,53,5.268199999999999,146.77,225.02,"77.23, 0.66, 42.9, 87.58",No,110,140,Normal,"Canjee, Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
489,Bacon and mushroom pancake,Vegetable,Global,Snack,100,1 serving,8.47,6.82,10.6,1.59,1.23,46,3.8962,157.67,344.23,"44.74, 0.54, 1.91, 14.58",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
490,Cheese and tomato pancake,Dairy,Global,Snack,100,1 serving,10.66,5.15,9.28,1.06,3.48,41,4.3706,147.39,281.62,"127.51, 0.64, 9.72, 16.52",No,110,140,Normal,"Paneer pakora/pakoda, Sweet Lassi (Meethi lassi), Shahi paneer",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
491,Minced meat pancake (with chicken),Meat,Global,Dinner,100,1 serving,8.18,12.01,10.48,0.7,1.29,69,5.6442,116.04,4942.18,"64.72, 1.99, 2.14, 12.77",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
